,Unnamed: 0,id,turn,message,message_clean,topic,topic_label,tfidf_score,deviance,is_question,is_question_score,gold_score
27318,68519,caf58eb1-d290-4fc8-bf28-ae2d6c557439,1,What are the membership  criteria?,membership   criterion,topic #30,"membership, criterion, membership criterion, membership number, start, fee",1.7303291332183000,-0.03484321175589390,1,1.0,1
3592,9224,fc7b8766-c828-419a-88ba-3d9271494884,3,Is the lobby open at the Duluth MN branch yet?,lobby open duluth mn branch yet,topic #16,"open, open account, lobby, lobby open, fee open, fee",2.589793592152000,0.8246212471777980,0,0.7,1
33352,83108,4a9e5c42-e47b-4a1a-bc81-7b14ff5cd9e5,3,I need to reapply for my approved limit,reapply approve limit,topic #34,"atm, use, atm use, limit, use atm, cash",1.4047552598633500,-0.36041708511085100,1,0.7,0
23043,57881,8529a836-7394-4917-971b-751364f8f69d,5,How do I apply for a loan?,apply loan,topic #13,"apply, apply loan, loan, apply credit, apply auto, ppp",1.7083553833282900,-0.0568169616459111,1,0.9,1
16164,40862,8212c672-44ff-4f9d-8e02-265911ba17a6,7,What's the rate on your credit cards?,rate credit card,topic #9,"credit card, card, credit, know, know credit, apply credit",2.1460203311266500,0.3808479861524470,1,0.7,1
18735,47277,1bf0ba14-b020-4933-8d98-2e52a41bea5e,23,K m.j m d =e rhnt r. Mbv rmhm4hkem,k m.j = e rhnt r. mbv rmhm4hkem,topic #0,"talk real, talk, real person, real, person, human",0.0,-1.7651723449742000,0,0.9963344777795810,0
2919,7500,ff24fa7d-f31c-4f16-ab0b-16239f7c901b,1,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802700,0.4691311881060730,0,0.8,0
26733,67109,6341d79a-91a4-487d-b842-122df7758b59,1,How can I apply for a loan?,apply loan,topic #13,"apply, apply loan, loan, apply credit, apply auto, ppp",1.7083553833282900,-0.0568169616459111,1,0.9,1
1447,3704,2976b900-d017-414a-be9a-f46c0da5b8c6,13,thanks,thank,topic #21,"thank, ok, ok thank, nothing, okay, look",1.0,-0.7651723449741990,0,0.9963344777795810,0
8604,21840,5ba21d89-20ec-4e49-bc4f-744e222a76e5,1,Mortgage assistance ,mortgage assistance,topic #27,"mortgage, mortgage rate, mortgage loan, refinance mortgage, mortgage refinance, current mortgage",1.3771961208357600,-0.3879762241384390,0,0.9963344777795810,0
16263,41108,9d1ee05b-8f57-4954-99ff-714c20d018eb,1,Do you have graduate school loans for non business graduate degrees? Web page just says MBA.,graduate school loan non business graduate degree web page say mba,topic #2,"loan, car, car loan, personal, personal loan, loan payment",2.1630849416049,0.3979125966307010,0,0.9,1
3551,9116,3b31c326-4be5-4861-bbe5-ccc165b1521c,1,What are your hours?,hour,topic #3,"hour, drive, branch hour, branch, business, lobby",1.0,-0.7651723449741990,1,0.9,1
1346,3456,4fe0a0d7-df00-4f99-8055-f3a09de95c28,1,is brandi Donahue in the fergus falls branch on vacation today tried emailing her about a refinance?,brandi donahue fergus falls branch vacation today try email refinance,topic #22,"refinance, refinance rate, refinance information, information, refinance mortgage, car",2.2222308717772500,0.4570585268030490,0,0.8,0
23732,59574,b273254a-a3d1-447e-83a1-7d443081ac84,1,opening a money market account,open money market account,topic #40,"money, transfer money, market, money market, transfer, market account",2.3721643094167600,0.6069919644425630,0,0.8969971944791640,0
22514,56578,35aaba96-75e7-4c87-89cc-554cca40f9c1,7,How do I apply for a loan?,apply loan,topic #13,"apply, apply loan, loan, apply credit, apply auto, ppp",1.7083553833282900,-0.0568169616459111,1,0.9,1
10743,27169,87fc28c2-465d-4292-8c06-4cc93c1cca7f,3,How do I reset my username for my account?,reset username account,topic #7,"account, check account, close, close account, open account, add",1.6583388976132600,-0.10683344736094100,1,0.9,1
16113,40726,1d21077b-984f-4876-8b45-5bde889cad58,1,"Please add a new feature to the loan calculator. The used automobile loan calculator is odd. If I want to buy a car and know the price, I would like the option to enter in the amount, the loan rate, the down payment, and the trade in value to see the monthly payments. I don't like the option of entering in a monthly payment to see what loan I can afford. That's not helpful to me. If anything, we should have both options to calculate our loans.",please add new feature loan calculator used automobile loan calculator odd buy car know price option enter amount loan rate payment trade value see monthly payment option enter monthly payment see loan afford helpful anything option calculate loan,topic #25,"payment, make, loan payment, make loan, skip, skip payment",4.0290818254099100,2.263909480435710,0,0.9,0
20614,51864,255f84e6-a08d-42b0-bc6f-73c10dea4c54,1,What are your hours?,hour,topic #3,"hour, drive, branch hour, branch, business, lobby",1.0,-0.7651723449741990,1,0.9,1
25747,64712,7a3e86de-3d13-439b-97d8-50519a0a250f,3,How do I chat with a real person,chat real person,topic #15,"person, real, real person, speak, chat, live person",1.9137214708843700,0.148549125910171,1,0.9,1
18744,47302,6705f6cd-0264-43ab-9763-3159566aa6c1,3,Electronic Statements,electronic statement,topic #47,"bank, statement, bank statement, bank account, bank card, transfer",1.3956183373345800,-0.36955400763961600,0,0.9963344777795810,0
17746,44820,07386e01-2ed5-420b-beae-34cc07f3ebeb,3,What's my balance?,balance,topic #23,"balance, check balance, balance transfer, account balance, fee balance, fee",1.0,-0.7651723449741990,1,0.9,1
20874,52516,0e7d8650-43e2-4469-9cef-f60a7a4d7aa2,1,what address do i mail my home equity loan payment in,address mail home equity loan payment,topic #49,"home, home loan, equity, home equity, line, line credit",2.9347043107527500,1.169531965778560,1,0.9,1
15719,39761,93b6006a-df97-42b3-a858-79521a5b7590,1,How do I contact you?,contact,topic #4,"contact, contact information, change contact, contact info, information, someone",1.0,-0.7651723449741990,1,1.0,1
2142,5467,c4fdad15-a6b7-42da-9bdf-c630a10af01d,3,How do I get to a real person,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950570,-0.03316250502363240,1,0.9,1
12241,30916,443f0402-5946-4ecd-acc8-3d5ea4cb8f95,3,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802700,0.4691311881060730,0,0.8,0
15995,40427,2463fc41-d713-4a66-af93-4e9f3e66a7cc,1,order regular checks on line,order regular check line,topic #31,"order, order check, check, money order, order new, new",1.705389962917800,-0.059782382056401200,0,0.6,0
19188,48416,b0bfd933-7bdd-4708-9449-2fc4da859a7b,1,Is this a real person?,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950570,-0.03316250502363240,0,0.8,1
15493,39197,f46240c0-a336-4d46-8359-9131c4e9baf0,1,Stop payment on a check,stop payment check,topic #25,"payment, make, loan payment, make loan, skip, skip payment",1.9255523122552300,0.16037996728103500,1,0.6,0
22280,56000,151d5f74-75d9-4671-aa5e-67343a406030,1,I forgot my username on the online mobile app,forgot username online mobile app,topic #18,"online, online banking, banking, log online, account online, online account",2.616280818419070,0.8511084734448700,0,0.8,0
16578,41914,97d96c63-a445-42c6-90f0-023369bff000,1,I need to pay a bill using a different card,pay bill use different card,topic #36,"pay, bill, bill pay, pay loan, much, pay bill",2.3812473554124200,0.616075010438218,0,0.7,0
22188,55780,1d33aa45-69a7-429e-9a59-21d22dad1c91,1,Do you guys offer options for teenage debit cards??,guy offer option teenage debit card,topic #19,"card, debit, debit card, new, new debit, replacement",2.3970809147146700,0.6319085697404700,0,0.6,1
12431,31395,025dc310-99ac-4649-8a35-5cb57e9ba2af,3,How do I apply for a loan?,apply loan,topic #13,"apply, apply loan, loan, apply credit, apply auto, ppp",1.7083553833282900,-0.0568169616459111,1,0.9,1
12550,31691,b076e2c0-5a5c-40ec-b55b-326c2d33d8f5,7,Fraud,fraud,topic #19,"card, debit, debit card, new, new debit, replacement",1.0,-0.7651723449741990,0,0.9963344777795810,0
17445,44075,620f8fb0-b46c-4b23-9e05-af8bd3695f95,3,How do I apply for a loan?,apply loan,topic #13,"apply, apply loan, loan, apply credit, apply auto, ppp",1.7083553833282900,-0.0568169616459111,1,0.9,1
30408,75996,e0b67e0b-5f00-4afd-818e-625f28a2fca7,3,Branch/ATM locations,branch / atm location,topic #14,"branch, branch atm, atm, location, atm location, branch open",2.222951311313420,0.4577789663392170,0,0.8963344777795810,0
17549,44335,c3f958e0-2cf7-4c5f-b1d1-5834c352dd10,7,What loans do you have?,loan,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.0,-0.7651723449741990,1,1.0,1
15076,38155,69207682-827d-4414-8c3a-4747bd401eef,3,will you refinance a mortgage,refinance mortgage,topic #27,"mortgage, mortgage rate, mortgage loan, refinance mortgage, mortgage refinance, current mortgage",1.6994324280627500,-0.06573991691144700,0,0.798376596062301,1
9212,23375,b637e52d-f5f7-4d28-b015-321dea57015d,1,What are your cd rates,cd rate,topic #11,"rate, interest, interest rate, mortgage rate, current, loan rate",1.6825647438217200,-0.08260760115247990,1,0.9,1
2770,7111,fb001c95-9789-4632-98d8-0aaea5e0cb9e,1,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802700,0.4691311881060730,0,0.8,0
30819,76983,0a611c71-cbd1-4dbf-b729-d9062c1098bf,1,Card declined ,card decline,topic #19,"card, debit, debit card, new, new debit, replacement",1.675770144576230,-0.08940220039796750,0,0.9963344777795810,0
30254,75625,e49d38f1-aac1-4cd5-8f19-4d7956a41baa,1,Are you all open,open,topic #16,"open, open account, lobby, lobby open, fee open, fee",1.0,-0.7651723449741990,1,0.5006493506493510,1
32746,81651,d1180b66-5483-425d-94b8-bdebb26fcd4c,7,"Ok, thank you",ok thank,topic #21,"thank, ok, ok thank, nothing, okay, look",1.7118611330625000,-0.053311211911699000,0,0.9969838284289320,0
10836,27398,992aeb83-ac98-444f-a6ad-022aa3f28828,1,can you get a debit card in the mail ,debit card mail,topic #19,"card, debit, debit card, new, new debit, replacement",1.9634459939496800,0.19827364897548400,1,0.6,1
15671,39645,b209f448-4840-41b2-87b1-ef26bc7a7f8d,1,How do I find my loan details,find loan detail,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.3738449996208100,-0.3913273453533840,1,1.0,1
14861,37619,363a8d49-f20c-4ce5-9bd0-2d497a03f965,1,Is this a real person?,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950570,-0.03316250502363240,0,0.8,1
20588,51798,99c1995f-da67-43f9-bb26-96dac1c8c723,3,What if I can't make my loan payments?,make loan payment,topic #25,"payment, make, loan payment, make loan, skip, skip payment",2.182441008014460,0.4172686630402630,1,1.0,1
7192,18354,b657f1ad-68dc-4cc5-93eb-e18251ab587a,3,I don’t remember my pin for my credit card,remember pin credit card,topic #9,"credit card, card, credit, know, know credit, apply credit",2.172020169432800,0.4068478244586050,0,0.9973064090740930,0
28489,71370,a1ef1dfc-c5f6-48d3-8efc-49f1d3a4729c,1,I need to update my phone number for verification.,update phone number verification,topic #33,"account number, number, account, checking account, savings account, phone",2.1917825371631100,0.4266101921889160,1,0.6,0
15293,38703,214df148-a8e3-452c-90f3-b891500916b9,7,Trying to figure out how this all works,try figure work,topic #19,"card, debit, debit card, new, new debit, replacement",1.701362703281510,-0.06380964169269250,0,0.6,0
11903,30080,6ea27ff2-ed94-448b-be7a-e760f711bebe,3,How do I open more accounts?,open account,topic #16,"open, open account, lobby, lobby open, fee open, fee",1.6984629393371200,-0.06670940563707830,1,1.0,1
10070,25477,20ab16e6-8d80-470e-8385-1449463b40e3,1,Just checking out the IRA,check ira,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",1.3537134984146900,-0.41145884655950800,0,0.8,0
22942,57621,fa136c67-b842-413f-9cd7-46412267f840,3,what is my account number,account number,topic #33,"account number, number, account, checking account, savings account, phone",1.6922304345384300,-0.07294191043576800,1,0.9,1
11572,29250,4b02f7bf-dec0-4787-b1f5-2f076582ff60,3,Because of the stuff going on can we skip a payment for are personal loan,stuff go skip payment personal loan,topic #25,"payment, make, loan payment, make loan, skip, skip payment",2.5855466093220400,0.8203742643478460,0,1.0,0
33221,82787,05fb5c93-0047-44bf-9b71-f10a2d97a233,5,Do not have ATM card,atm card,topic #34,"atm, use, atm use, limit, use atm, cash",1.651246426423270,-0.11392591855093200,1,0.9,0
3737,9602,32c6961b-64be-4519-8d1c-746906bf581f,1,How do I contact you?,contact,topic #4,"contact, contact information, change contact, contact info, information, someone",1.0,-0.7651723449741990,1,1.0,1
32575,81225,27fb492e-59bc-42cc-9724-24a11a065e50,3,Log in,log,topic #10,"log, log online, log account, try log, trouble, unable",1.0,-0.7651723449741990,0,0.8,0
31048,77531,a7b29323-4a05-4ec1-a476-692a4fd2d948,1,access my account,access account,topic #7,"account, check account, close, close account, open account, add",1.6582598933347400,-0.10691245163945800,0,0.9969838284289320,0
1964,5001,12c0eeff-fa2c-4868-9daa-6a0387416807,3,No is the lobby open,lobby open,topic #16,"open, open account, lobby, lobby open, fee open, fee",1.699373032451040,-0.06579931252315440,0,0.7,0
13307,33635,3f5143a0-b326-4897-b755-4bdaf1f5da45,3,Third party check,third party check,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",1.322086904429370,-0.44308544054483100,0,0.799028068705488,0
7439,18966,d30cbcf1-0316-45ad-b32f-2728797d7d71,5,My credit score is 721 can I get credit card with it ?,credit score 721 credit card,topic #38,"score, credit score, credit, check credit, union, credit union",2.1574545293827400,0.3922821844085420,0,0.7,1
1993,5076,6c786094-8319-4b4c-b1e5-ceda3f6e118d,1,I’d like to check to make sure you have my soon-to-be-current address. I’m moving on 6/1/20,check make sure soon current address move 6/1/20,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",2.7628223089536900,0.9976499639794950,0,1.0,0
15282,38678,cb0f38c4-9797-4a7c-9ffd-a876e2ed956f,3,Is this a real person?,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950570,-0.03316250502363240,0,0.8,1
13883,35096,0e9ab4e8-c487-4706-86cf-f24073b19ba2,3,is there a cost?,cost,topic #22,"refinance, refinance rate, refinance information, information, refinance mortgage, car",1.0,-0.7651723449741990,0,0.8993506493506500,1
31400,78383,f9a9dafc-60cb-4197-bb08-0a080b2d6d99,1,Local branch,local branch,topic #14,"branch, branch atm, atm, location, atm location, branch open",1.3706637834740300,-0.3945085615001650,0,0.6966581023750510,0
3259,8368,cdf43abc-4da8-4a09-a1c9-b9aa7dfa0b07,3,Can cashier check be ordered online?,cashier check order online,topic #31,"order, order check, check, money order, order new, new",2.1925660074672300,0.4273936624930270,1,0.9,1
14275,36100,4054e653-30de-4426-b7f2-bcf9546f60a3,3,How do I open more accounts?,open account,topic #16,"open, open account, lobby, lobby open, fee open, fee",1.6984629393371200,-0.06670940563707830,1,1.0,1
17017,42993,20abe50f-02f2-47a7-9c6c-e05ad834182a,5,How do I open a checking account?,open checking account,topic #44,"saving, checking, saving account, checking account, account, open checking",2.1590834510773000,0.3939111061031030,1,1.0,1
31836,79433,89a5475c-66d8-427a-84e5-9da66490f29d,3,Yes,yes,topic #46,"yes, car, please, try, know, work",1.0,-0.7651723449741990,0,0.9963344777795810,0
30600,76455,b3889562-5887-40e1-9505-f88f87749513,1,Product rates,product rate,topic #43,"product, product rate, rate, zelle, expedite title, expect",1.704666177332420,-0.06050616764178350,0,0.7969982384294720,0
6912,17656,732d87b3-7e1d-4ae8-a779-221221a41b0f,3,What's the routing number?,route number,topic #5,"route, route number, number, phone number, phone, find",1.7221945691269700,-0.04297777584723120,1,1.0,1
23333,58577,93db49ae-9477-4c9e-9261-2eb35c88321f,4,interest checking,interest checking,topic #44,"saving, checking, saving account, checking account, account, open checking",1.4142129431809100,-0.35095940179329300,0,0.9973871093585290,0
2451,6257,95d48a18-d345-403e-a754-c857a7b92009,1,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802700,0.4691311881060730,0,0.8,0
12601,31820,9c1efdf6-ea82-4e41-9b01-1e883fd044d4,5,What are your hours?,hour,topic #3,"hour, drive, branch hour, branch, business, lobby",1.0,-0.7651723449741990,1,0.9,1
30000,75009,74c358bd-92e4-44d0-9f89-e1a5fcbd8558,1,Hello. My site isn't working. Is it down?,site work,topic #19,"card, debit, debit card, new, new debit, replacement",1.4001475230689200,-0.3650248219052740,0,0.9963344777795810,1
30592,76436,313d24d0-59e0-468a-bd59-b974940ed697,1,Become a Member,become member,topic #8,"become, become member, member, member qualify, anyone become, anyone",1.7252814369822300,-0.03989090799196430,0,0.9,0
12032,30393,f6a63c5a-5971-47f6-814e-bf6bcc94b72a,3,Can I turn my debit card off,turn debit card,topic #19,"card, debit, debit card, new, new debit, replacement",1.9036538103815600,0.13848146540735700,0,0.6,1
1980,5042,68885c7c-cb4a-4b5a-8245-d8e78849d6c8,3,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802700,0.4691311881060730,0,0.8,0
6013,15428,dc7adef9-4273-42ea-a5dd-951934d07029,3,What's your SWIFT code for international wire transfers?,swift code international wire transfer,topic #20,"transfer, wire, wire transfer, international, domestic, international wire",2.9777355450677100,1.2125632000935100,1,0.9,1
31811,79374,0813103d-b914-4921-9839-bb5d233e8767,3,Log in,log,topic #10,"log, log online, log account, try log, trouble, unable",1.0,-0.7651723449741990,0,0.8,0
5180,13299,15162fdb-1f75-4776-9212-766b1328767a,7,How do I apply for a loan?,apply loan,topic #13,"apply, apply loan, loan, apply credit, apply auto, ppp",1.7083553833282900,-0.0568169616459111,1,0.9,1
9139,23196,6fb74417-0c7b-44a5-a3ec-d8502d3b6eb3,1,pending loan application,pende loan application,topic #35,"application, status, status loan, loan application, check status, loan",1.9306400039646300,0.16546765899043400,0,0.997634257121811,0
21232,53406,dadae232-3d80-4d2f-9335-88cfe4d4a2fa,1,Hi I'm wondering about my loan ,wonder loan,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.348193185680680,-0.4169791592935210,1,0.5016988368195780,0
34199,85157,6c89afbb-7a2b-4c7e-a646-b3247a614227,1,Setup Mobile banking,setup mobile banking,topic #18,"online, online banking, banking, log online, account online, online account",1.9590009660089200,0.19382862103471900,0,0.9963344777795810,0
15003,37965,2ef642c3-74e6-415c-b619-c152616309df,1,Is this a real person?,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950570,-0.03316250502363240,0,0.8,1
5398,13859,eb0f553e-48f9-4f04-90d3-f4117d8a23af,1,agent,agent,topic #1,"agent, speak, talk, live, please, question",1.0,-0.7651723449741990,0,0.9963344777795810,0
27864,69850,a6a44cdf-ac17-4534-b137-8532857e9fe8,5,can't remember which email ,remember email,topic #48,"pin, change, change pin, address, find, card pin",1.4106531429738600,-0.3545192020003370,1,1.0,0
3222,8281,4be045d6-23c7-4ea3-b6e9-f6a390815c1b,3,What if I don't have that phone number anymore,phone number anymore,topic #33,"account number, number, account, checking account, savings account, phone",1.6954950899909300,-0.06967725498326890,1,0.9,1
23786,59707,4b69d777-5396-4ff6-ac11-3899db78912f,1,What are your hours?,hour,topic #3,"hour, drive, branch hour, branch, business, lobby",1.0,-0.7651723449741990,1,0.9,1
26826,67339,e2e2554e-60e6-4997-85e3-4a854659596d,1,Replacement debit card did not arrive,replacement debit card arrive,topic #19,"card, debit, debit card, new, new debit, replacement",2.157586439682270,0.39241409470806700,0,0.9980498260581120,0
10072,25482,be3f6b70-637a-4a2f-9c94-90e1a3b0c40f,1,If I transfer money to another account how long is the wait ,transfer money account long wait,topic #40,"money, transfer money, market, money market, transfer, market account",2.5654861437338200,0.8003137987596260,1,0.8,1
20156,50727,851fc421-01b8-4370-bf43-7e96e2b6cf7a,3,Debit card,debit card,topic #19,"card, debit, debit card, new, new debit, replacement",1.7140078936861400,-0.05116445128806310,0,0.9963344777795810,0
25338,63673,77b2c974-751d-4d87-82f1-341394c41619,3,replace debit card,replace debit card,topic #19,"card, debit, debit card, new, new debit, replacement",1.92492310762786,0.15975076265366200,0,0.6982846517214700,0
32844,81888,a210404f-bc08-4840-8f7b-37c9290ea512,9,What time does Northwest Plaza close today?,time northwest plaza close today,topic #7,"account, check account, close, close account, open account, add",1.7315929223534700,-0.033579422620730700,1,0.9,1
3503,8981,9575e970-83c7-4efc-89cf-5b345f014f0d,3,how do I deposit a check without a deposit slip,deposit check without deposit slip,topic #26,"deposit, deposit check, mobile, mobile deposit, phone, direct",1.9241489795854000,0.15897663461119900,1,0.9,1
33604,83737,2ec68366-03fc-44f1-828c-dd514a33b1b4,9,Ok so yall do mortgage loans ,ok mortgage loan,topic #27,"mortgage, mortgage rate, mortgage loan, refinance mortgage, mortgage refinance, current mortgage",1.9195687863965000,0.1543964414223050,0,0.5,1
19058,48088,dad1b336-8d42-49a2-9ad1-610aa46e4956,9,What is CPI?,cpi,topic #0,"talk real, talk, real person, real, person, human",1.0,-0.7651723449741990,1,0.9,1
7006,17889,7dd993ae-c51c-4722-94b9-c50409f19638,3,Is this a real person?,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950570,-0.03316250502363240,0,0.8,1
24858,62449,d4e7540d-21ad-4177-b731-f9d2ed29e987,1,Where do I get a replacement debit card,replacement debit card,topic #19,"card, debit, debit card, new, new debit, replacement",2.157586439682270,0.39241409470806700,1,1.0,1
27412,68750,2ddc1876-dbff-4cea-884a-ca88cfa9a476,1,get loan balance,loan balance,topic #23,"balance, check balance, balance transfer, account balance, fee balance, fee",1.3791220469964900,-0.38605029797770700,0,0.5980508700084200,0